['root']	[[ 0.   0.   0.   0.6  0.   0.4  0.   0.   0. ]]	SRR018346
['silique']	[[ 0.  0.  0.  0.  0.  0.  0.  1.  0.]]	SRR019035
['seedling']	[[ 0.  0.  0.  0.  0.  1.  0.  0.  0.]]	SRR019185
['seedling']	[[ 0.  0.  0.  0.  0.  1.  0.  0.  0.]]	SRR019207
['seedling']	[[ 0.  0.  0.  0.  0.  1.  0.  0.  0.]]	SRR019209
['seed']	[[ 0.   0.   0.   0.   0.8  0.2  0.   0.   0. ]]	SRR019211
['seedling']	[[ 0.  0.  0.  0.  0.  1.  0.  0.  0.]]	SRR019212
['leaf']	[[ 0.   0.   0.6  0.   0.   0.   0.4  0.   0. ]]	SRR3423883
['shoot']	[[ 0.  0.  0.  0.  0.  0.  1.  0.  0.]]	SRR3423884
['shoot']	[[ 0.   0.   0.2  0.   0.   0.   0.8  0.   0. ]]	SRR3423885
['root']	[[ 0.  0.  0.  1.  0.  0.  0.  0.  0.]]	ERR575763
['root']	[[ 0.  0.  0.  1.  0.  0.  0.  0.  0.]]	ERR575761
['seedling']	[[ 0.  0.  0.  0.  0.  1.  0.  0.  0.]]	SRR3670262
['seedling']	[[ 0.  0.  0.  0.  0.  1.  0.  0.  0.]]	SRR3670263
['seedling']	[[ 0.  0.  0.  0.  0.  1.  0.  0.  0.]]	SRR3670264
['root']	[[ 0.  0.  0.  1.  0.  0.  0.  0.  0.]]	SRR3318037
['root']	[[ 0.  0.  0.  1.  0.  0.  0.  0.  0.]]	SRR3318058
['root']	[[ 0.  0.  0.  1.  0.  0.  0.  0.  0.]]	SRR3318060
['root']	[[ 0.  0.  0.  1.  0.  0.  0.  0.  0.]]	SRR3318057
['root']	[[ 0.  0.  0.  1.  0.  0.  0.  0.  0.]]	SRR3318059
['root']	[[ 0.  0.  0.  1.  0.  0.  0.  0.  0.]]	SRR3318056
['root']	[[ 0.   0.   0.   0.8  0.   0.2  0.   0.   0. ]]	SRR3318054
['root']	[[ 0.  0.  0.  1.  0.  0.  0.  0.  0.]]	SRR3318051
['root']	[[ 0.  0.  0.  1.  0.  0.  0.  0.  0.]]	SRR3318048
['root']	[[ 0.  0.  0.  1.  0.  0.  0.  0.  0.]]	SRR3318045
['root']	[[ 0.   0.   0.   0.8  0.   0.2  0.   0.   0. ]]	SRR3318039
['root']	[[ 0.  0.  0.  1.  0.  0.  0.  0.  0.]]	SRR3318036
['root']	[[ 0.  0.  0.  1.  0.  0.  0.  0.  0.]]	SRR3318035
['root']	[[ 0.  0.  0.  1.  0.  0.  0.  0.  0.]]	SRR3318032
['root']	[[ 0.  0.  0.  1.  0.  0.  0.  0.  0.]]	SRR3318030
['root']	[[ 0.  0.  0.  1.  0.  0.  0.  0.  0.]]	SRR3318044
['root']	[[ 0.   0.   0.   0.6  0.   0.4  0.   0.   0. ]]	SRR3318033
['root']	[[ 0.  0.  0.  1.  0.  0.  0.  0.  0.]]	SRR3318028
['root']	[[ 0.  0.  0.  1.  0.  0.  0.  0.  0.]]	SRR3318026
['root']	[[ 0.  0.  0.  1.  0.  0.  0.  0.  0.]]	SRR3318025
['root']	[[ 0.  0.  0.  1.  0.  0.  0.  0.  0.]]	SRR3318023
['root']	[[ 0.   0.   0.   0.6  0.   0.4  0.   0.   0. ]]	SRR3318020
['root']	[[ 0.   0.   0.   0.8  0.   0.2  0.   0.   0. ]]	SRR3318021
['root']	[[ 0.  0.  0.  1.  0.  0.  0.  0.  0.]]	SRR3318015
['root']	[[ 0.   0.   0.   0.8  0.   0.2  0.   0.   0. ]]	SRR3318013
['root']	[[ 0.   0.   0.   0.8  0.   0.2  0.   0.   0. ]]	SRR3318011
['root']	[[ 0.   0.   0.   0.6  0.   0.4  0.   0.   0. ]]	SRR3318010
['root']	[[ 0.   0.   0.   0.8  0.   0.2  0.   0.   0. ]]	SRR3318009
['root']	[[ 0.   0.   0.   0.8  0.   0.2  0.   0.   0. ]]	SRR3318007
['flower']	[[ 0.   0.4  0.   0.4  0.   0.2  0.   0.   0. ]]	SRR3956085
['root']	[[ 0.   0.2  0.   0.4  0.2  0.2  0.   0.   0. ]]	SRR3956087
['leaf']	[[ 0.   0.   0.8  0.   0.   0.   0.2  0.   0. ]]	SRR3165540
['shoot']	[[ 0.  0.  0.  0.  0.  0.  1.  0.  0.]]	SRR3348542
['shoot']	[[ 0.  0.  0.  0.  0.  0.  1.  0.  0.]]	SRR3348554
['shoot']	[[ 0.  0.  0.  0.  0.  0.  1.  0.  0.]]	SRR3348567
['shoot']	[[ 0.  0.  0.  0.  0.  0.  1.  0.  0.]]	SRR3348561
['shoot']	[[ 0.  0.  0.  0.  0.  0.  1.  0.  0.]]	SRR3348560
['shoot']	[[ 0.  0.  0.  0.  0.  0.  1.  0.  0.]]	SRR3348559
['shoot']	[[ 0.  0.  0.  0.  0.  0.  1.  0.  0.]]	SRR3348555
['seedling']	[[ 0.  0.  0.  0.  0.  1.  0.  0.  0.]]	ERR2356937
['seedling']	[[ 0.  0.  0.  0.  0.  1.  0.  0.  0.]]	ERR2356939
['seedling']	[[ 0.  0.  0.  0.  0.  1.  0.  0.  0.]]	ERR2356940
['seedling']	[[ 0.  0.  0.  0.  0.  1.  0.  0.  0.]]	ERR2356941
['seedling']	[[ 0.  0.  0.  0.  0.  1.  0.  0.  0.]]	ERR2356943
['seedling']	[[ 0.  0.  0.  0.  0.  1.  0.  0.  0.]]	ERR2356944
['seedling']	[[ 0.  0.  0.  0.  0.  1.  0.  0.  0.]]	ERR2356947
['seedling']	[[ 0.  0.  0.  0.  0.  1.  0.  0.  0.]]	ERR2356948
['seedling']	[[ 0.  0.  0.  0.  0.  1.  0.  0.  0.]]	ERR2356949
['seedling']	[[ 0.  0.  0.  0.  0.  1.  0.  0.  0.]]	ERR2356952
['seedling']	[[ 0.  0.  0.  0.  0.  1.  0.  0.  0.]]	ERR2356956
['leaf']	[[ 0.  0.  1.  0.  0.  0.  0.  0.  0.]]	SRR3193641
['leaf']	[[ 0.  0.  1.  0.  0.  0.  0.  0.  0.]]	SRR3193640
['leaf']	[[ 0.  0.  1.  0.  0.  0.  0.  0.  0.]]	SRR3193639
['leaf']	[[ 0.  0.  1.  0.  0.  0.  0.  0.  0.]]	SRR3193638
['leaf']	[[ 0.  0.  1.  0.  0.  0.  0.  0.  0.]]	SRR3193637
['leaf']	[[ 0.  0.  1.  0.  0.  0.  0.  0.  0.]]	SRR3193636
['leaf']	[[ 0.  0.  1.  0.  0.  0.  0.  0.  0.]]	SRR3193635
['leaf']	[[ 0.  0.  1.  0.  0.  0.  0.  0.  0.]]	SRR3193633
['leaf']	[[ 0.  0.  1.  0.  0.  0.  0.  0.  0.]]	SRR3193632
